order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O50368,C1285,2025-01-10,Delivered,UPI,Bengaluru,West Bengal
O50369,C1014,2025-03-20,Delivered,COD,Chennai,Delhi
O50370,C1110,2025-11-22,Delivered,UPI,Mumbai,Telangana
O50371,C1032,2025-02-06,Delivered,Net Banking,Delhi,Haryana
O50372,C1279,2025-06-01,Delivered,Net Banking,Hyderabad,Karnataka
O50373,C1202,2025-03-17,Delivered,Net Banking,Jaipur,Maharashtra
O50374,C1228,2025-02-08,Delivered,COD,Delhi,Rajasthan
O50375,C1213,2025-06-04,Delivered,UPI,Gurugram,Gujarat
O50376,C1197,2025-07-10,Shipped,Credit Card,Mumbai,Karnataka
O50377,C1232,2025-03-06,Delivered,UPI,Jaipur,Telangana
O50378,C1002,2025-01-29,Delivered,Debit Card,Hyderabad,Tamil Nadu
O50379,C1259,2025-02-19,Delivered,Net Banking,Hyderabad,Tamil Nadu
O50380,C1221,2025-08-26,Delivered,COD,Chennai,Tamil Nadu
O50381,C1221,2025-11-11,Delivered,Credit Card,Mumbai,Rajasthan
O50382,C1118,2025-03-07,Delivered,Credit Card,Kolkata,Uttar Pradesh
O50383,C1240,2025-04-27,Delivered,COD,Delhi,Rajasthan
O50384,C1114,2025-05-06,Delivered,Net Banking,Noida,Uttar Pradesh
O50385,C1014,2025-05-12,Shipped,Net Banking,Jaipur,Karnataka
O50386,C1272,2025-03-31,Returned,Debit Card,Chennai,Karnataka
O50387,C1070,2025-01-21,Delivered,Debit Card,Gurugram,Telangana
O50388,C1030,2025-07-11,Delivered,Credit Card,Bengaluru,Telangana
O50389,C1186,2025-05-11,Shipped,Net Banking,Delhi,West Bengal
O50390,C1070,2025-05-05,Delivered,Credit Card,Kolkata,Karnataka
O50391,C1257,2025-04-07,Shipped,COD,Jaipur,Maharashtra
O50392,C1133,2025-12-06,Delivered,UPI,Mumbai,Karnataka
O50393,C1001,2025-08-11,Cancelled,Debit Card,Pune,Gujarat
O50394,C1285,2025-06-02,Returned,Credit Card,Gurugram,Maharashtra
O50395,C1154,2025-03-16,Delivered,Net Banking,Pune,Delhi
O50396,C1078,2025-10-20,Delivered,Net Banking,Mumbai,Uttar Pradesh
O50397,C1203,2025-11-21,Delivered,COD,Gurugram,Haryana
O50398,C1159,2025-01-12,Delivered,Net Banking,Bengaluru,Tamil Nadu
O50399,C1008,2025-12-06,Delivered,Credit Card,Ahmedabad,Rajasthan
O50400,C1227,2025-09-13,Returned,Credit Card,Jaipur,Maharashtra
O50401,C1120,2025-02-06,Delivered,COD,Mumbai,Maharashtra
O50402,C1209,2025-10-02,Delivered,Debit Card,Lucknow,Maharashtra
O50403,C1268,2025-02-09,Cancelled,UPI,Gurugram,Uttar Pradesh
O50404,C1183,2025-01-19,Delivered,COD,Ahmedabad,Uttar Pradesh
O50405,C1201,2025-02-12,Delivered,Net Banking,Mumbai,Haryana
O50406,C1076,2025-06-17,Returned,UPI,Hyderabad,Karnataka
O50407,C1071,2025-08-15,Delivered,Net Banking,Gurugram,Telangana
O50408,C1124,2025-05-29,Delivered,Net Banking,Jaipur,Delhi
O50409,C1255,2025-02-14,Delivered,Net Banking,Mumbai,Gujarat
O50410,C1157,2025-03-14,Returned,COD,Ahmedabad,West Bengal
O50411,C1104,2025-11-08,Delivered,Debit Card,Delhi,Delhi
O50412,C1233,2025-12-18,Delivered,Debit Card,Hyderabad,Gujarat
O50413,C1256,2025-10-03,Delivered,Net Banking,Noida,Delhi
O50414,C1270,2025-02-07,Delivered,UPI,Ahmedabad,Telangana
O50415,C1089,2025-10-27,Cancelled,UPI,Bengaluru,Karnataka
O50416,C1212,2025-09-10,Delivered,COD,Kolkata,Telangana
O50417,C1177,2025-07-12,Returned,Credit Card,Ahmedabad,Uttar Pradesh
O50418,C1134,2025-02-22,Delivered,Debit Card,Hyderabad,Uttar Pradesh
O50419,C1119,2025-12-30,Delivered,Credit Card,Delhi,Maharashtra
O50420,C1034,2025-06-11,Cancelled,Credit Card,Gurugram,Telangana
O50421,C1082,2025-01-17,Delivered,Debit Card,Gurugram,Uttar Pradesh
O50422,C1164,2025-03-18,Delivered,COD,Ahmedabad,West Bengal
O50423,C1265,2025-05-27,Cancelled,Debit Card,Ahmedabad,Gujarat
O50424,C1259,2025-01-23,Delivered,UPI,Bengaluru,Karnataka
O50425,C1056,2025-04-29,Delivered,Credit Card,Ahmedabad,Maharashtra
O50426,C1203,2025-06-20,Returned,UPI,Gurugram,Telangana
O50427,C1025,2025-12-13,Delivered,COD,Kolkata,Rajasthan
O50428,C1202,2025-02-01,Delivered,Credit Card,Pune,Uttar Pradesh
O50429,C1102,2025-07-30,Delivered,Credit Card,Gurugram,West Bengal
O50430,C1134,2025-12-01,Delivered,UPI,Mumbai,West Bengal
O50431,C1215,2025-10-22,Delivered,Debit Card,Bengaluru,Telangana
O50432,C1127,2025-12-04,Delivered,COD,Pune,Maharashtra
O50433,C1242,2025-03-04,Delivered,Debit Card,Gurugram,Karnataka
O50434,C1160,2025-10-20,Delivered,Net Banking,Pune,Karnataka
O50435,C1299,2025-12-24,Delivered,UPI,Noida,Rajasthan
O50436,C1191,2025-04-30,Delivered,UPI,Lucknow,Telangana
O50437,C1088,2025-07-02,Delivered,Net Banking,Pune,Rajasthan
O50438,C1232,2025-07-13,Delivered,UPI,Noida,Delhi
O50439,C1122,2025-06-30,Delivered,Debit Card,Hyderabad,Rajasthan
O50440,C1160,2025-04-16,Delivered,Credit Card,Ahmedabad,Telangana
O50441,C1041,2025-12-21,Cancelled,UPI,Pune,Uttar Pradesh
O50442,C1035,2025-12-16,Delivered,Debit Card,Ahmedabad,Karnataka
O50443,C1172,2025-05-19,Delivered,COD,Chennai,Karnataka
O50444,C1056,2025-10-21,Cancelled,UPI,Kolkata,Uttar Pradesh
O50445,C1299,2025-05-26,Delivered,COD,Mumbai,Rajasthan
O50446,C1256,2025-10-18,Delivered,Debit Card,Delhi,West Bengal
O50447,C1210,2025-08-02,Delivered,Net Banking,Pune,Gujarat
O50448,C1220,2025-06-21,Delivered,UPI,Lucknow,Uttar Pradesh
O50449,C1178,2025-02-16,Delivered,COD,Jaipur,Haryana
O50450,C1018,2025-08-27,Shipped,UPI,Jaipur,Gujarat
O50451,C1117,2025-04-28,Delivered,COD,Ahmedabad,Delhi
O50452,C1148,2025-03-21,Shipped,Net Banking,Pune,Telangana
O50453,C1274,2025-03-12,Cancelled,Credit Card,Mumbai,Maharashtra
O50454,C1065,2025-12-25,Delivered,UPI,Lucknow,Uttar Pradesh
O50455,C1149,2025-02-07,Delivered,Net Banking,Hyderabad,Gujarat
O50456,C1103,2025-10-19,Delivered,UPI,Mumbai,Gujarat
O50457,C1040,2025-11-13,Returned,Net Banking,Mumbai,Maharashtra
O50458,C1030,2025-01-12,Delivered,Net Banking,Ahmedabad,Tamil Nadu
O50459,C1109,2025-08-04,Delivered,Credit Card,Delhi,West Bengal
O50460,C1024,2025-07-30,Delivered,Credit Card,Delhi,Uttar Pradesh
O50461,C1020,2025-05-11,Delivered,Credit Card,Kolkata,Delhi
O50462,C1105,2025-09-01,Delivered,Credit Card,Delhi,Uttar Pradesh
O50463,C1060,2025-05-30,Delivered,UPI,Gurugram,Maharashtra
O50464,C1166,2025-06-10,Delivered,Credit Card,Lucknow,Uttar Pradesh
O50465,C1005,2025-06-07,Cancelled,Net Banking,Bengaluru,Tamil Nadu
O50466,C1090,2025-10-20,Delivered,Credit Card,Kolkata,Rajasthan
O50467,C1135,2025-08-20,Delivered,Net Banking,Bengaluru,Uttar Pradesh
O50468,C1288,2025-05-19,Delivered,COD,Noida,Delhi
O50469,C1190,2025-12-05,Delivered,Net Banking,Gurugram,Gujarat
O50470,C1264,2025-10-20,Delivered,Debit Card,Jaipur,Uttar Pradesh
O50471,C1102,2025-12-07,Delivered,Credit Card,Noida,Uttar Pradesh
O50472,C1134,2025-09-24,Delivered,COD,Chennai,Gujarat
O50473,C1126,2025-05-23,Delivered,Credit Card,Pune,Gujarat
O50474,C1266,2025-10-10,Delivered,Debit Card,Pune,Uttar Pradesh
O50475,C1287,2025-05-01,Delivered,Debit Card,Lucknow,Haryana
O50476,C1288,2025-04-09,Delivered,Net Banking,Chennai,Telangana
O50477,C1225,2025-06-14,Delivered,Debit Card,Chennai,Uttar Pradesh
O50478,C1150,2025-12-20,Delivered,Net Banking,Pune,Gujarat
O50479,C1162,2025-07-27,Delivered,COD,Pune,Tamil Nadu
O50480,C1294,2025-05-21,Delivered,Credit Card,Kolkata,Haryana
O50481,C1085,2025-06-18,Shipped,COD,Delhi,Uttar Pradesh
O50482,C1104,2025-04-17,Returned,UPI,Gurugram,Maharashtra
O50483,C1269,2025-08-29,Cancelled,COD,Chennai,Delhi
O50484,C1115,2025-05-08,Delivered,UPI,Chennai,Haryana
O50485,C1070,2025-07-22,Delivered,COD,Noida,Delhi
O50486,C1168,2025-05-15,Delivered,Credit Card,Jaipur,Rajasthan
O50487,C1097,2025-04-28,Shipped,COD,Hyderabad,Tamil Nadu
O50488,C1267,2025-12-21,Shipped,UPI,Gurugram,Telangana
O50489,C1272,2025-05-07,Cancelled,Debit Card,Jaipur,Rajasthan
O50490,C1091,2025-01-26,Cancelled,COD,Lucknow,Maharashtra
O50491,C1158,2025-05-19,Delivered,UPI,Bengaluru,Maharashtra
O50492,C1295,2025-07-14,Shipped,Credit Card,Mumbai,Haryana
O50493,C1222,2025-02-04,Shipped,UPI,Mumbai,Karnataka
O50494,C1064,2025-04-22,Delivered,Credit Card,Chennai,Haryana
O50495,C1177,2025-03-02,Cancelled,Credit Card,Delhi,Tamil Nadu
O50496,C1185,2025-07-02,Delivered,Net Banking,Bengaluru,Uttar Pradesh
O50497,C1196,2025-09-21,Returned,Credit Card,Delhi,Telangana
O50498,C1007,2025-12-20,Shipped,UPI,Delhi,Maharashtra
O50499,C1089,2025-05-23,Delivered,UPI,Bengaluru,West Bengal
O50500,C1256,2025-11-12,Delivered,COD,Kolkata,Rajasthan
O50501,C1072,2025-03-20,Delivered,COD,Ahmedabad,Karnataka
O50502,C1089,2025-10-12,Shipped,Credit Card,Noida,Maharashtra
O50503,C1096,2025-07-25,Shipped,UPI,Gurugram,West Bengal
O50504,C1053,2025-10-04,Delivered,UPI,Bengaluru,Haryana
O50505,C1046,2025-10-03,Cancelled,COD,Hyderabad,Uttar Pradesh
O50506,C1104,2025-07-14,Delivered,Net Banking,Lucknow,Maharashtra
O50507,C1262,2025-04-04,Delivered,Net Banking,Kolkata,Maharashtra
O50508,C1000,2025-07-12,Delivered,Credit Card,Hyderabad,West Bengal
O50509,C1084,2025-10-29,Delivered,Net Banking,Delhi,Delhi
O50510,C1018,2025-12-21,Delivered,UPI,Delhi,Haryana
O50511,C1168,2025-12-05,Delivered,Net Banking,Noida,Uttar Pradesh
O50512,C1075,2025-03-08,Delivered,Debit Card,Chennai,Maharashtra
O50513,C1237,2025-08-07,Delivered,Credit Card,Mumbai,Telangana
O50514,C1175,2025-02-08,Cancelled,Net Banking,Gurugram,Haryana
O50515,C1235,2025-09-02,Delivered,Net Banking,Kolkata,Maharashtra
O50516,C1190,2025-12-29,Cancelled,Debit Card,Jaipur,Rajasthan
O50517,C1131,2025-01-20,Delivered,UPI,Bengaluru,Uttar Pradesh
O50518,C1258,2025-08-28,Delivered,UPI,Ahmedabad,Delhi
O50519,C1142,2025-12-12,Delivered,COD,Kolkata,Tamil Nadu
O50520,C1284,2025-11-06,Delivered,Credit Card,Kolkata,Delhi
O50521,C1298,2025-05-24,Delivered,Credit Card,Ahmedabad,Telangana
O50522,C1176,2025-02-07,Delivered,Net Banking,Gurugram,Gujarat
O50523,C1202,2025-12-04,Delivered,Credit Card,Jaipur,Rajasthan
O50524,C1076,2025-12-03,Delivered,Credit Card,Lucknow,Haryana
O50525,C1244,2025-07-31,Delivered,Net Banking,Lucknow,Maharashtra
O50526,C1201,2025-12-24,Delivered,Debit Card,Hyderabad,Rajasthan
O50527,C1270,2025-01-02,Shipped,Net Banking,Jaipur,Rajasthan
O50528,C1080,2025-08-14,Delivered,UPI,Ahmedabad,Maharashtra
O50529,C1236,2025-01-15,Returned,Debit Card,Ahmedabad,Delhi
O50530,C1141,2025-12-08,Shipped,Debit Card,Ahmedabad,Karnataka
O50531,C1055,2025-09-06,Returned,Net Banking,Jaipur,Tamil Nadu
O50532,C1051,2025-11-30,Shipped,UPI,Pune,Karnataka
O50533,C1168,2025-07-25,Delivered,UPI,Kolkata,Uttar Pradesh
O50534,C1095,2025-01-31,Delivered,Net Banking,Pune,Rajasthan
O50535,C1030,2025-01-10,Delivered,Net Banking,Jaipur,Rajasthan
O50536,C1128,2025-05-03,Shipped,COD,Jaipur,Delhi
O50537,C1195,2025-09-29,Delivered,Credit Card,Lucknow,Gujarat
O50538,C1095,2025-02-25,Delivered,COD,Chennai,Rajasthan
O50539,C1286,2025-11-08,Cancelled,Credit Card,Bengaluru,Maharashtra
O50540,C1233,2025-03-29,Delivered,Net Banking,Noida,Tamil Nadu
O50541,C1153,2025-07-01,Delivered,UPI,Chennai,Rajasthan
O50542,C1280,2025-03-16,Shipped,COD,Hyderabad,Gujarat
O50543,C1129,2025-06-20,Delivered,Credit Card,Hyderabad,Telangana
O50544,C1041,2025-06-15,Delivered,COD,Kolkata,Delhi
O50545,C1010,2025-01-02,Shipped,Credit Card,Ahmedabad,Tamil Nadu
O50546,C1281,2025-07-27,Delivered,Net Banking,Noida,West Bengal
O50547,C1287,2025-10-15,Delivered,Debit Card,Bengaluru,Delhi
O50548,C1221,2025-12-08,Delivered,UPI,Kolkata,Rajasthan
O50549,C1030,2025-05-01,Delivered,UPI,Jaipur,Haryana
O50550,C1088,2025-11-18,Delivered,Net Banking,Jaipur,Gujarat
O50551,C1012,2025-11-17,Cancelled,UPI,Jaipur,Telangana
O50552,C1015,2025-12-27,Cancelled,Credit Card,Ahmedabad,Maharashtra
O50553,C1073,2025-05-17,Delivered,Debit Card,Lucknow,Delhi
O50554,C1171,2025-11-07,Delivered,Credit Card,Chennai,Delhi
O50555,C1019,2025-07-26,Delivered,UPI,Gurugram,West Bengal
O50556,C1295,2025-01-22,Delivered,Net Banking,Hyderabad,Maharashtra
O50557,C1136,2025-04-09,Delivered,Net Banking,Kolkata,Gujarat
O50558,C1079,2025-09-03,Delivered,Net Banking,Noida,Haryana
O50559,C1154,2025-02-28,Delivered,COD,Jaipur,Uttar Pradesh
O50560,C1237,2025-06-08,Returned,UPI,Hyderabad,Uttar Pradesh
O50561,C1093,2025-10-10,Delivered,Debit Card,Lucknow,Uttar Pradesh
O50562,C1014,2025-02-24,Cancelled,Credit Card,Gurugram,Tamil Nadu
O50563,C1015,2025-07-01,Delivered,COD,Ahmedabad,Uttar Pradesh
O50564,C1255,2025-03-20,Cancelled,Debit Card,Bengaluru,Maharashtra
O50565,C1033,2025-07-15,Delivered,UPI,Hyderabad,Delhi
O50566,C1190,2025-03-29,Delivered,Net Banking,Chennai,Gujarat
O50567,C1115,2025-12-19,Cancelled,UPI,Hyderabad,Karnataka
O50568,C1233,2025-01-28,Returned,Credit Card,Ahmedabad,Delhi
O50569,C1018,2025-12-18,Delivered,Net Banking,Gurugram,Gujarat
O50570,C1269,2025-10-17,Delivered,Debit Card,Kolkata,West Bengal
O50571,C1209,2025-11-09,Delivered,Net Banking,Lucknow,Delhi
O50572,C1134,2025-11-07,Delivered,Debit Card,Gurugram,Maharashtra
O50573,C1062,2025-03-10,Delivered,COD,Mumbai,Delhi
O50574,C1293,2025-12-06,Cancelled,Debit Card,Bengaluru,Uttar Pradesh
O50575,C1090,2025-08-05,Delivered,UPI,Kolkata,Delhi
O50576,C1147,2025-12-18,Delivered,UPI,Lucknow,Rajasthan
O50577,C1118,2025-11-17,Delivered,Net Banking,Jaipur,Telangana
O50578,C1069,2025-07-31,Delivered,UPI,Jaipur,Telangana
O50579,C1124,2025-05-17,Delivered,Credit Card,Bengaluru,Rajasthan
O50580,C1045,2025-02-12,Delivered,UPI,Chennai,Gujarat
O50581,C1000,2025-02-06,Delivered,Credit Card,Gurugram,Uttar Pradesh
O50582,C1086,2025-05-23,Delivered,Debit Card,Bengaluru,Delhi
O50583,C1033,2025-10-24,Returned,UPI,Gurugram,Uttar Pradesh
O50584,C1124,2025-07-04,Shipped,Debit Card,Delhi,West Bengal
O50585,C1258,2025-06-25,Cancelled,COD,Ahmedabad,Telangana
O50586,C1048,2025-03-31,Delivered,UPI,Jaipur,Uttar Pradesh
O50587,C1000,2025-07-26,Delivered,UPI,Hyderabad,Haryana
O50588,C1033,2025-08-21,Delivered,Credit Card,Delhi,Telangana
O50589,C1152,2025-12-25,Delivered,COD,Noida,West Bengal
O50590,C1082,2025-09-24,Delivered,Debit Card,Noida,Maharashtra
O50591,C1146,2025-08-10,Delivered,Net Banking,Kolkata,Uttar Pradesh
O50592,C1008,2025-11-29,Delivered,UPI,Gurugram,Uttar Pradesh
O50593,C1099,2025-06-05,Delivered,Net Banking,Mumbai,Rajasthan
O50594,C1123,2025-12-08,Delivered,UPI,Ahmedabad,Karnataka
O50595,C1129,2025-05-16,Delivered,Net Banking,Ahmedabad,Gujarat
O50596,C1165,2025-02-16,Delivered,UPI,Jaipur,West Bengal
O50597,C1234,2025-06-02,Delivered,COD,Mumbai,Telangana
O50598,C1140,2025-02-16,Delivered,Credit Card,Hyderabad,Karnataka
O50599,C1252,2025-02-13,Delivered,UPI,Gurugram,Rajasthan
O50600,C1158,2025-11-18,Delivered,Credit Card,Ahmedabad,Telangana
O50601,C1078,2025-10-18,Shipped,UPI,Noida,Haryana
O50602,C1068,2025-03-22,Delivered,UPI,Kolkata,Uttar Pradesh
O50603,C1096,2025-11-02,Delivered,Debit Card,Hyderabad,Delhi
O50604,C1179,2025-01-26,Returned,Credit Card,Jaipur,West Bengal
O50605,C1072,2025-04-14,Delivered,Credit Card,Bengaluru,Tamil Nadu
O50606,C1274,2025-09-15,Cancelled,COD,Noida,Tamil Nadu
O50607,C1143,2025-04-21,Shipped,UPI,Jaipur,Delhi
O50608,C1258,2025-09-24,Delivered,Credit Card,Chennai,Karnataka
O50609,C1204,2025-11-16,Delivered,UPI,Bengaluru,Gujarat
O50610,C1100,2025-01-25,Delivered,Debit Card,Pune,Haryana
O50611,C1068,2025-01-09,Returned,Credit Card,Pune,West Bengal
O50612,C1223,2025-12-10,Delivered,UPI,Bengaluru,Gujarat
O50613,C1099,2025-07-09,Delivered,UPI,Mumbai,Uttar Pradesh
O50614,C1074,2025-07-04,Delivered,COD,Mumbai,Telangana
O50615,C1279,2025-06-19,Delivered,UPI,Mumbai,Maharashtra
O50616,C1144,2025-06-08,Shipped,Net Banking,Delhi,West Bengal
O50617,C1014,2025-09-09,Delivered,COD,Lucknow,Karnataka
O50618,C1148,2025-07-31,Shipped,Debit Card,Gurugram,Tamil Nadu
O50619,C1138,2025-03-01,Cancelled,Credit Card,Noida,West Bengal
O50620,C1259,2025-08-17,Delivered,Net Banking,Noida,West Bengal
O50621,C1213,2025-09-01,Delivered,COD,Lucknow,Haryana
O50622,C1057,2025-02-11,Shipped,UPI,Bengaluru,Rajasthan
O50623,C1045,2025-05-18,Cancelled,COD,Mumbai,Telangana
O50624,C1181,2025-10-16,Cancelled,COD,Pune,Uttar Pradesh
O50625,C1014,2025-08-14,Delivered,UPI,Noida,Tamil Nadu
O50626,C1095,2025-02-19,Delivered,UPI,Mumbai,Gujarat
O50627,C1041,2025-01-15,Delivered,Net Banking,Gurugram,Uttar Pradesh
O50628,C1006,2025-08-01,Cancelled,UPI,Jaipur,Uttar Pradesh
O50629,C1275,2025-06-18,Delivered,Net Banking,Delhi,West Bengal
O50630,C1026,2025-12-17,Delivered,UPI,Bengaluru,Tamil Nadu
O50631,C1002,2025-07-10,Delivered,Net Banking,Jaipur,Uttar Pradesh
O50632,C1279,2025-12-06,Delivered,Credit Card,Ahmedabad,Maharashtra
O50633,C1056,2025-03-20,Delivered,UPI,Hyderabad,Karnataka
O50634,C1244,2025-06-13,Delivered,UPI,Gurugram,Rajasthan
O50635,C1009,2025-02-20,Delivered,UPI,Pune,Tamil Nadu
O50636,C1046,2025-07-29,Cancelled,Debit Card,Gurugram,Karnataka
O50637,C1033,2025-03-10,Shipped,UPI,Chennai,Uttar Pradesh
O50638,C1211,2025-06-29,Delivered,COD,Mumbai,West Bengal
O50639,C1186,2025-05-06,Delivered,Net Banking,Chennai,Karnataka
O50640,C1142,2025-03-09,Returned,Credit Card,Chennai,Delhi
O50641,C1072,2025-02-05,Delivered,COD,Lucknow,Maharashtra
O50642,C1026,2025-07-06,Delivered,Net Banking,Pune,Gujarat
O50643,C1170,2025-12-12,Delivered,Net Banking,Lucknow,Uttar Pradesh
O50644,C1069,2025-03-14,Delivered,UPI,Pune,Maharashtra
O50645,C1177,2025-05-28,Delivered,Net Banking,Kolkata,Telangana
O50646,C1206,2025-03-23,Shipped,Debit Card,Chennai,Uttar Pradesh
O50647,C1254,2025-10-23,Delivered,COD,Jaipur,Uttar Pradesh
O50648,C1148,2025-06-01,Delivered,Debit Card,Bengaluru,Uttar Pradesh
O50649,C1001,2025-12-22,Shipped,Net Banking,Jaipur,Tamil Nadu
O50650,C1084,2025-03-31,Returned,Credit Card,Pune,Haryana
O50651,C1256,2025-01-30,Shipped,UPI,Bengaluru,Haryana
O50652,C1159,2025-08-01,Delivered,UPI,Bengaluru,Karnataka
O50653,C1185,2025-08-26,Delivered,COD,Kolkata,West Bengal
O50654,C1137,2025-12-28,Delivered,Net Banking,Chennai,West Bengal
O50655,C1048,2025-11-15,Delivered,Credit Card,Delhi,Haryana
O50656,C1269,2025-11-19,Delivered,Net Banking,Jaipur,West Bengal
O50657,C1231,2025-08-20,Delivered,UPI,Jaipur,Gujarat
O50658,C1298,2025-05-12,Delivered,UPI,Noida,Haryana
O50659,C1256,2025-06-06,Cancelled,Debit Card,Lucknow,Delhi
O50660,C1087,2025-02-18,Returned,Net Banking,Chennai,Uttar Pradesh
O50661,C1076,2025-06-07,Delivered,COD,Noida,Telangana
O50662,C1074,2025-05-14,Delivered,Net Banking,Bengaluru,Rajasthan
O50663,C1275,2025-01-14,Delivered,Credit Card,Ahmedabad,Maharashtra
O50664,C1167,2025-03-16,Delivered,COD,Mumbai,Maharashtra
O50665,C1136,2025-07-15,Delivered,Debit Card,Lucknow,Haryana
O50666,C1290,2025-05-15,Delivered,COD,Bengaluru,Haryana
O50667,C1181,2025-12-29,Shipped,UPI,Gurugram,Karnataka
O50668,C1272,2025-06-24,Delivered,UPI,Pune,Uttar Pradesh
O50669,C1295,2025-12-16,Cancelled,UPI,Hyderabad,Gujarat
O50670,C1023,2025-08-30,Delivered,COD,Kolkata,Telangana
O50671,C1108,2025-01-15,Delivered,UPI,Lucknow,Gujarat
O50672,C1220,2025-03-16,Delivered,COD,Gurugram,Telangana
O50673,C1243,2025-09-15,Delivered,Net Banking,Lucknow,Maharashtra
O50674,C1044,2025-07-18,Delivered,UPI,Hyderabad,Telangana
O50675,C1095,2025-04-21,Returned,COD,Noida,Uttar Pradesh
O50676,C1164,2025-07-10,Delivered,UPI,Lucknow,Rajasthan
O50677,C1239,2025-11-26,Delivered,UPI,Pune,West Bengal
O50678,C1033,2025-05-22,Delivered,Debit Card,Chennai,Uttar Pradesh
O50679,C1180,2025-01-17,Delivered,Credit Card,Kolkata,Telangana
O50680,C1088,2025-04-24,Delivered,Credit Card,Delhi,Telangana
O50681,C1064,2025-12-08,Delivered,UPI,Gurugram,Haryana
O50682,C1154,2025-10-06,Shipped,Net Banking,Kolkata,Uttar Pradesh
O50683,C1124,2025-11-02,Delivered,UPI,Mumbai,Rajasthan
O50684,C1190,2025-11-29,Delivered,Credit Card,Delhi,Maharashtra
O50685,C1095,2025-02-12,Delivered,Debit Card,Delhi,Telangana
O50686,C1246,2025-04-14,Cancelled,Debit Card,Jaipur,Haryana
O50687,C1023,2025-01-22,Delivered,Net Banking,Noida,Tamil Nadu
O50688,C1258,2025-01-02,Delivered,Credit Card,Noida,Delhi
O50689,C1008,2025-11-01,Delivered,Net Banking,Hyderabad,Maharashtra
O50690,C1220,2025-12-08,Delivered,Net Banking,Noida,Telangana
O50691,C1103,2025-02-26,Delivered,Credit Card,Chennai,Karnataka
O50692,C1115,2025-09-21,Shipped,Credit Card,Hyderabad,Tamil Nadu
O50693,C1005,2025-07-15,Delivered,Debit Card,Chennai,Haryana
O50694,C1210,2025-01-26,Shipped,Debit Card,Bengaluru,Karnataka
O50695,C1049,2025-12-01,Delivered,UPI,Jaipur,Rajasthan
O50696,C1197,2025-11-15,Cancelled,Debit Card,Chennai,Maharashtra
O50697,C1217,2025-07-27,Shipped,UPI,Pune,Uttar Pradesh
O50698,C1253,2025-09-16,Delivered,Debit Card,Delhi,Gujarat
O50699,C1212,2025-05-25,Delivered,COD,Mumbai,Rajasthan
O50700,C1090,2025-10-17,Delivered,Debit Card,Noida,West Bengal
O50701,C1221,2025-06-12,Cancelled,Net Banking,Delhi,Rajasthan
O50702,C1247,2025-12-28,Delivered,Credit Card,Mumbai,Rajasthan
O50703,C1095,2025-01-24,Delivered,COD,Gurugram,West Bengal
O50704,C1037,2025-03-04,Delivered,COD,Delhi,Telangana
O50705,C1267,2025-12-20,Shipped,COD,Mumbai,Delhi
O50706,C1044,2025-04-16,Delivered,Net Banking,Hyderabad,Tamil Nadu
O50707,C1178,2025-04-24,Delivered,Net Banking,Gurugram,Maharashtra
O50708,C1070,2025-10-16,Returned,Debit Card,Mumbai,Rajasthan
O50709,C1037,2025-03-11,Delivered,COD,Delhi,Karnataka
O50710,C1232,2025-07-07,Shipped,COD,Delhi,Gujarat
O50711,C1043,2025-04-15,Delivered,Debit Card,Noida,Tamil Nadu
O50712,C1201,2025-03-14,Delivered,UPI,Bengaluru,Telangana
O50713,C1207,2025-12-18,Cancelled,UPI,Chennai,Uttar Pradesh
O50714,C1018,2025-03-14,Delivered,Credit Card,Jaipur,Karnataka
O50715,C1051,2025-02-04,Delivered,UPI,Chennai,Maharashtra
O50716,C1238,2025-09-03,Delivered,Credit Card,Chennai,Maharashtra
O50717,C1152,2025-11-13,Delivered,UPI,Lucknow,Gujarat
O50718,C1036,2025-02-16,Delivered,COD,Mumbai,Rajasthan
O50719,C1297,2025-09-16,Delivered,UPI,Jaipur,Uttar Pradesh
O50720,C1079,2025-07-17,Delivered,Net Banking,Lucknow,Karnataka
O50721,C1001,2025-10-30,Delivered,Credit Card,Hyderabad,Maharashtra
O50722,C1277,2025-02-16,Delivered,UPI,Ahmedabad,Tamil Nadu
O50723,C1004,2025-12-23,Delivered,Net Banking,Noida,Delhi
O50724,C1166,2025-08-14,Delivered,COD,Ahmedabad,West Bengal
O50725,C1297,2025-11-04,Delivered,Net Banking,Hyderabad,West Bengal
O50726,C1173,2025-05-13,Cancelled,COD,Gurugram,Haryana
O50727,C1175,2025-12-11,Delivered,Debit Card,Delhi,Uttar Pradesh
O50728,C1116,2025-08-17,Delivered,Net Banking,Kolkata,Tamil Nadu
O50729,C1038,2025-02-16,Delivered,UPI,Bengaluru,Maharashtra
O50730,C1171,2025-12-03,Cancelled,COD,Mumbai,Uttar Pradesh
O50731,C1269,2025-10-18,Delivered,Net Banking,Pune,Rajasthan
O50732,C1027,2025-04-20,Delivered,Credit Card,Lucknow,Uttar Pradesh
O50733,C1264,2025-07-19,Delivered,Credit Card,Bengaluru,Telangana
O50734,C1124,2025-05-22,Delivered,Net Banking,Delhi,Uttar Pradesh
O50735,C1160,2025-07-18,Shipped,UPI,Mumbai,Delhi
O50736,C1049,2025-12-19,Returned,COD,Noida,Maharashtra
O50737,C1186,2025-11-25,Delivered,Credit Card,Kolkata,Delhi
