order_item_id,order_id,product_id,quantity,discount
OI700735,O50371,P2007,2,0.15
OI700736,O50372,P2012,5,0.05
OI700737,O50372,P2009,4,0.1
OI700738,O50373,P2002,2,0.2
OI700739,O50373,P2011,1,0.1
OI700740,O50373,P2004,1,0.0
OI700741,O50374,P2009,3,0.05
OI700742,O50374,P2010,4,0.2
OI700743,O50375,P2003,3,0.1
OI700744,O50375,P2006,5,0.0
OI700745,O50376,P2006,2,0.15
OI700746,O50376,P2010,3,0.0
OI700747,O50377,P2006,4,0.05
OI700748,O50378,P2011,1,0.0
OI700749,O50379,P2012,3,0.0
OI700750,O50380,P2012,4,0.05
OI700751,O50381,P2001,4,0.0
OI700752,O50382,P2005,4,0.15
OI700753,O50383,P2004,2,0.05
OI700754,O50383,P2001,4,0.1
OI700755,O50383,P2006,5,0.0
OI700756,O50384,P2009,2,0.15
OI700757,O50384,P2010,2,0.05
OI700758,O50384,P2011,1,0.0
OI700759,O50385,P2011,3,0.0
OI700760,O50385,P2007,2,0.2
OI700761,O50386,P2005,4,0.15
OI700762,O50386,P2009,2,0.1
OI700763,O50387,P2005,2,0.1
OI700764,O50388,P2012,3,0.15
OI700765,O50388,P2002,3,0.15
OI700766,O50388,P2009,5,0.1
OI700767,O50389,P2012,3,0.0
OI700768,O50389,P2005,4,0.1
OI700769,O50389,P2012,5,0.0
OI700770,O50390,P2005,5,0.1
OI700771,O50390,P2006,1,0.0
OI700772,O50390,P2008,3,0.1
OI700773,O50391,P2007,1,0.0
OI700774,O50392,P2008,4,0.2
OI700775,O50392,P2011,2,0.15
OI700776,O50393,P2011,2,0.15
OI700777,O50394,P2009,5,0.0
OI700778,O50394,P2003,4,0.1
OI700779,O50394,P2002,4,0.0
OI700780,O50395,P2002,3,0.2
OI700781,O50395,P2007,4,0.15
OI700782,O50395,P2012,3,0.2
OI700783,O50396,P2011,4,0.0
OI700784,O50396,P2008,5,0.0
OI700785,O50397,P2002,5,0.15
OI700786,O50397,P2002,4,0.0
OI700787,O50397,P2007,5,0.05
OI700788,O50398,P2006,2,0.0
OI700789,O50399,P2004,1,0.05
OI700790,O50399,P2001,5,0.2
OI700791,O50400,P2011,3,0.2
OI700792,O50400,P2003,2,0.15
OI700793,O50401,P2010,3,0.1
OI700794,O50402,P2010,1,0.15
OI700795,O50402,P2010,5,0.2
OI700796,O50403,P2007,3,0.05
OI700797,O50403,P2010,2,0.1
OI700798,O50403,P2002,2,0.05
OI700799,O50404,P2007,4,0.1
OI700800,O50404,P2002,3,0.0
OI700801,O50405,P2010,2,0.05
OI700802,O50405,P2001,2,0.0
OI700803,O50405,P2012,1,0.15
OI700804,O50406,P2003,5,0.0
OI700805,O50406,P2011,4,0.15
OI700806,O50407,P2005,2,0.0
OI700807,O50407,P2012,3,0.2
OI700808,O50407,P2004,5,0.2
OI700809,O50408,P2006,4,0.05
OI700810,O50409,P2004,3,0.0
OI700811,O50410,P2012,1,0.0
OI700812,O50410,P2006,1,0.0
OI700813,O50411,P2002,5,0.0
OI700814,O50412,P2009,4,0.15
OI700815,O50412,P2005,5,0.0
OI700816,O50413,P2011,1,0.0
OI700817,O50414,P2001,1,0.1
OI700818,O50415,P2001,5,0.0
OI700819,O50415,P2009,5,0.1
OI700820,O50416,P2002,2,0.2
OI700821,O50416,P2005,1,0.15
OI700822,O50417,P2001,1,0.0
OI700823,O50417,P2001,4,0.0
OI700824,O50417,P2008,1,0.2
OI700825,O50418,P2005,3,0.0
OI700826,O50418,P2001,3,0.0
OI700827,O50418,P2008,2,0.0
OI700828,O50419,P2007,4,0.0
OI700829,O50419,P2007,5,0.05
OI700830,O50420,P2009,3,0.2
OI700831,O50420,P2012,2,0.2
OI700832,O50420,P2001,1,0.0
OI700833,O50421,P2012,4,0.15
OI700834,O50421,P2002,3,0.05
OI700835,O50422,P2004,2,0.2
OI700836,O50422,P2007,3,0.0
OI700837,O50423,P2006,2,0.15
OI700838,O50423,P2002,3,0.2
OI700839,O50423,P2006,1,0.05
OI700840,O50424,P2007,2,0.0
OI700841,O50425,P2003,2,0.2
OI700842,O50425,P2001,2,0.05
OI700843,O50425,P2007,2,0.2
OI700844,O50426,P2012,3,0.0
OI700845,O50427,P2002,2,0.05
OI700846,O50428,P2004,4,0.05
OI700847,O50428,P2004,2,0.05
OI700848,O50429,P2003,2,0.2
OI700849,O50429,P2008,1,0.2
OI700850,O50429,P2003,1,0.1
OI700851,O50430,P2003,4,0.0
OI700852,O50430,P2010,1,0.1
OI700853,O50430,P2008,2,0.15
OI700854,O50431,P2008,2,0.15
OI700855,O50431,P2009,2,0.15
OI700856,O50431,P2012,5,0.15
OI700857,O50432,P2010,2,0.15
OI700858,O50432,P2003,2,0.2
OI700859,O50432,P2004,5,0.1
OI700860,O50433,P2002,3,0.1
OI700861,O50434,P2001,2,0.0
OI700862,O50434,P2004,5,0.0
OI700863,O50435,P2001,3,0.2
OI700864,O50435,P2005,1,0.1
OI700865,O50435,P2004,5,0.2
OI700866,O50436,P2008,4,0.15
OI700867,O50436,P2006,5,0.05
OI700868,O50437,P2009,4,0.2
OI700869,O50438,P2006,3,0.05
OI700870,O50438,P2010,3,0.15
OI700871,O50439,P2003,5,0.1
OI700872,O50439,P2009,3,0.05
OI700873,O50440,P2005,5,0.1
OI700874,O50440,P2001,1,0.2
OI700875,O50440,P2007,2,0.2
OI700876,O50441,P2008,4,0.0
OI700877,O50441,P2002,4,0.0
OI700878,O50442,P2002,2,0.15
OI700879,O50442,P2008,4,0.15
OI700880,O50442,P2001,5,0.05
OI700881,O50443,P2011,1,0.1
OI700882,O50444,P2010,1,0.0
OI700883,O50444,P2005,3,0.15
OI700884,O50445,P2002,5,0.1
OI700885,O50445,P2012,5,0.0
OI700886,O50446,P2006,3,0.05
OI700887,O50446,P2007,3,0.0
OI700888,O50447,P2002,5,0.15
OI700889,O50448,P2005,1,0.05
OI700890,O50448,P2012,1,0.0
OI700891,O50449,P2007,1,0.1
OI700892,O50449,P2009,2,0.05
OI700893,O50449,P2008,3,0.2
OI700894,O50450,P2004,1,0.15
OI700895,O50451,P2005,4,0.05
OI700896,O50451,P2003,3,0.1
OI700897,O50452,P2006,5,0.05
OI700898,O50452,P2004,3,0.0
OI700899,O50453,P2007,3,0.15
OI700900,O50454,P2011,3,0.0
OI700901,O50455,P2003,3,0.1
OI700902,O50456,P2006,5,0.2
OI700903,O50456,P2006,5,0.2
OI700904,O50457,P2003,3,0.05
OI700905,O50457,P2002,1,0.15
OI700906,O50457,P2006,5,0.15
OI700907,O50458,P2011,3,0.1
OI700908,O50459,P2008,1,0.0
OI700909,O50459,P2006,1,0.0
OI700910,O50459,P2010,1,0.0
OI700911,O50460,P2002,2,0.2
OI700912,O50460,P2008,5,0.05
OI700913,O50461,P2003,2,0.0
OI700914,O50461,P2010,1,0.05
OI700915,O50462,P2006,2,0.05
OI700916,O50462,P2004,5,0.1
OI700917,O50463,P2012,4,0.2
OI700918,O50463,P2002,5,0.1
OI700919,O50463,P2009,2,0.0
OI700920,O50464,P2006,1,0.15
OI700921,O50464,P2001,3,0.15
OI700922,O50464,P2009,3,0.05
OI700923,O50465,P2003,1,0.0
OI700924,O50465,P2010,3,0.0
OI700925,O50465,P2003,1,0.2
OI700926,O50466,P2001,2,0.15
OI700927,O50466,P2008,5,0.0
OI700928,O50467,P2001,2,0.15
OI700929,O50468,P2003,4,0.15
OI700930,O50468,P2003,4,0.1
OI700931,O50469,P2005,4,0.15
OI700932,O50470,P2010,2,0.1
OI700933,O50471,P2012,5,0.0
OI700934,O50472,P2010,3,0.05
OI700935,O50472,P2012,2,0.05
OI700936,O50473,P2011,3,0.15
OI700937,O50473,P2011,5,0.2
OI700938,O50474,P2012,5,0.15
OI700939,O50474,P2002,1,0.15
OI700940,O50474,P2004,5,0.2
OI700941,O50475,P2010,2,0.1
OI700942,O50475,P2012,5,0.05
OI700943,O50476,P2006,5,0.1
OI700944,O50476,P2008,1,0.05
OI700945,O50476,P2009,5,0.0
OI700946,O50477,P2009,3,0.2
OI700947,O50478,P2005,1,0.15
OI700948,O50479,P2002,2,0.2
OI700949,O50479,P2001,5,0.2
OI700950,O50479,P2002,1,0.15
OI700951,O50480,P2007,1,0.1
OI700952,O50481,P2009,5,0.1
OI700953,O50481,P2008,4,0.2
OI700954,O50482,P2003,2,0.15
OI700955,O50483,P2004,1,0.15
OI700956,O50483,P2008,2,0.0
OI700957,O50483,P2011,5,0.15
OI700958,O50484,P2004,3,0.0
OI700959,O50484,P2003,3,0.1
OI700960,O50485,P2012,2,0.1
OI700961,O50486,P2006,5,0.15
OI700962,O50486,P2011,2,0.05
OI700963,O50487,P2007,2,0.1
OI700964,O50487,P2002,3,0.15
OI700965,O50488,P2011,5,0.2
OI700966,O50488,P2002,5,0.05
OI700967,O50489,P2005,2,0.2
OI700968,O50489,P2008,5,0.2
OI700969,O50490,P2009,3,0.1
OI700970,O50490,P2009,4,0.2
OI700971,O50491,P2008,5,0.0
OI700972,O50491,P2010,2,0.1
OI700973,O50491,P2010,2,0.2
OI700974,O50492,P2005,2,0.1
OI700975,O50492,P2012,1,0.1
OI700976,O50493,P2006,3,0.05
OI700977,O50493,P2002,4,0.2
OI700978,O50493,P2007,3,0.0
OI700979,O50494,P2011,5,0.05
OI700980,O50494,P2008,3,0.05
OI700981,O50494,P2003,2,0.1
OI700982,O50495,P2009,3,0.2
OI700983,O50496,P2001,2,0.2
OI700984,O50497,P2009,5,0.05
OI700985,O50498,P2003,2,0.05
OI700986,O50498,P2009,5,0.05
OI700987,O50499,P2010,3,0.1
OI700988,O50500,P2002,5,0.05
OI700989,O50500,P2008,3,0.15
OI700990,O50500,P2008,1,0.0
OI700991,O50501,P2007,2,0.0
OI700992,O50501,P2002,5,0.2
OI700993,O50501,P2005,2,0.1
OI700994,O50502,P2007,4,0.2
OI700995,O50503,P2003,1,0.05
OI700996,O50504,P2001,4,0.1
OI700997,O50504,P2010,3,0.0
OI700998,O50505,P2007,3,0.2
OI700999,O50506,P2002,2,0.05
OI701000,O50506,P2002,1,0.0
OI701001,O50506,P2007,1,0.0
OI701002,O50507,P2009,4,0.2
OI701003,O50508,P2003,3,0.15
OI701004,O50509,P2003,3,0.0
OI701005,O50510,P2010,3,0.1
OI701006,O50510,P2006,5,0.1
OI701007,O50511,P2012,1,0.0
OI701008,O50511,P2006,2,0.05
OI701009,O50512,P2011,4,0.15
OI701010,O50513,P2005,4,0.1
OI701011,O50514,P2009,3,0.15
OI701012,O50514,P2004,1,0.2
OI701013,O50514,P2001,2,0.0
OI701014,O50515,P2005,1,0.1
OI701015,O50516,P2002,5,0.1
OI701016,O50516,P2008,3,0.05
OI701017,O50516,P2002,3,0.2
OI701018,O50517,P2008,4,0.05
OI701019,O50517,P2002,3,0.2
OI701020,O50518,P2011,5,0.05
OI701021,O50519,P2009,3,0.15
OI701022,O50519,P2011,4,0.2
OI701023,O50520,P2010,5,0.05
OI701024,O50520,P2001,1,0.05
OI701025,O50520,P2009,3,0.1
OI701026,O50521,P2009,2,0.15
OI701027,O50522,P2004,1,0.05
OI701028,O50523,P2006,3,0.05
OI701029,O50523,P2004,4,0.2
OI701030,O50523,P2009,4,0.1
OI701031,O50524,P2009,5,0.1
OI701032,O50525,P2009,5,0.05
OI701033,O50526,P2009,2,0.15
OI701034,O50527,P2004,1,0.1
OI701035,O50527,P2005,5,0.05
OI701036,O50527,P2003,5,0.15
OI701037,O50528,P2012,4,0.2
OI701038,O50528,P2010,3,0.0
OI701039,O50529,P2010,5,0.15
OI701040,O50529,P2007,3,0.0
OI701041,O50530,P2001,5,0.15
OI701042,O50531,P2006,3,0.05
OI701043,O50532,P2005,4,0.15
OI701044,O50532,P2002,3,0.2
OI701045,O50533,P2010,4,0.0
OI701046,O50533,P2012,4,0.2
OI701047,O50533,P2011,2,0.0
OI701048,O50534,P2006,1,0.05
OI701049,O50534,P2012,2,0.05
OI701050,O50535,P2008,2,0.2
OI701051,O50535,P2007,1,0.05
OI701052,O50536,P2002,1,0.15
OI701053,O50536,P2006,2,0.1
OI701054,O50536,P2003,2,0.05
OI701055,O50537,P2009,5,0.0
OI701056,O50537,P2004,2,0.1
OI701057,O50538,P2011,5,0.15
OI701058,O50538,P2003,1,0.2
OI701059,O50539,P2004,1,0.15
OI701060,O50539,P2008,5,0.1
OI701061,O50539,P2010,4,0.0
OI701062,O50540,P2010,1,0.05
OI701063,O50541,P2003,1,0.0
OI701064,O50541,P2006,4,0.15
OI701065,O50541,P2011,4,0.15
OI701066,O50542,P2005,2,0.0
OI701067,O50543,P2003,3,0.05
OI701068,O50543,P2001,5,0.05
OI701069,O50543,P2002,2,0.0
OI701070,O50544,P2003,2,0.05
OI701071,O50544,P2001,1,0.1
OI701072,O50544,P2003,1,0.05
OI701073,O50545,P2006,5,0.05
OI701074,O50546,P2010,1,0.1
OI701075,O50546,P2006,3,0.0
OI701076,O50546,P2006,1,0.2
OI701077,O50547,P2001,3,0.2
OI701078,O50547,P2009,2,0.2
OI701079,O50548,P2003,1,0.2
OI701080,O50549,P2007,4,0.05
OI701081,O50549,P2001,5,0.2
OI701082,O50549,P2001,1,0.1
OI701083,O50550,P2009,5,0.05
OI701084,O50551,P2011,2,0.05
OI701085,O50552,P2011,5,0.0
OI701086,O50553,P2002,1,0.05
OI701087,O50553,P2006,5,0.15
OI701088,O50553,P2002,3,0.2
OI701089,O50554,P2003,1,0.1
OI701090,O50554,P2006,2,0.0
OI701091,O50555,P2007,5,0.1
OI701092,O50556,P2012,4,0.15
OI701093,O50556,P2007,4,0.1
OI701094,O50557,P2008,4,0.2
OI701095,O50557,P2004,4,0.0
OI701096,O50558,P2011,4,0.05
OI701097,O50558,P2008,2,0.1
OI701098,O50559,P2008,1,0.1
OI701099,O50560,P2010,3,0.2
OI701100,O50560,P2001,5,0.05
OI701101,O50560,P2010,5,0.15
OI701102,O50561,P2009,2,0.0
OI701103,O50561,P2005,3,0.15
OI701104,O50562,P2007,1,0.0
OI701105,O50563,P2011,5,0.05
OI701106,O50563,P2007,4,0.05
OI701107,O50563,P2009,4,0.1
OI701108,O50564,P2004,5,0.2
OI701109,O50564,P2012,4,0.05
OI701110,O50565,P2003,5,0.05
OI701111,O50565,P2005,1,0.0
OI701112,O50565,P2005,3,0.0
OI701113,O50566,P2002,5,0.05
OI701114,O50566,P2005,1,0.2
OI701115,O50566,P2009,1,0.0
OI701116,O50567,P2011,1,0.05
OI701117,O50567,P2007,1,0.05
OI701118,O50568,P2006,4,0.1
OI701119,O50569,P2006,3,0.0
OI701120,O50570,P2003,5,0.15
OI701121,O50571,P2004,3,0.0
OI701122,O50572,P2012,2,0.0
OI701123,O50572,P2004,3,0.2
OI701124,O50572,P2005,2,0.05
OI701125,O50573,P2001,3,0.15
OI701126,O50574,P2003,5,0.2
OI701127,O50575,P2007,3,0.05
OI701128,O50575,P2003,2,0.15
OI701129,O50576,P2009,4,0.0
OI701130,O50576,P2008,5,0.15
OI701131,O50577,P2003,4,0.1
OI701132,O50577,P2004,3,0.0
OI701133,O50578,P2009,2,0.15
OI701134,O50578,P2001,2,0.15
OI701135,O50578,P2001,4,0.2
OI701136,O50579,P2003,4,0.05
OI701137,O50579,P2009,4,0.0
OI701138,O50580,P2001,1,0.05
OI701139,O50581,P2012,5,0.0
OI701140,O50582,P2009,4,0.1
OI701141,O50583,P2008,4,0.1
OI701142,O50583,P2007,2,0.1
OI701143,O50583,P2012,2,0.0
OI701144,O50584,P2010,5,0.1
OI701145,O50584,P2010,2,0.1
OI701146,O50585,P2004,4,0.2
OI701147,O50585,P2004,1,0.2
OI701148,O50586,P2012,2,0.15
OI701149,O50586,P2009,4,0.2
OI701150,O50586,P2012,3,0.0
OI701151,O50587,P2011,5,0.0
OI701152,O50588,P2003,2,0.15
OI701153,O50588,P2007,3,0.1
OI701154,O50589,P2009,1,0.0
OI701155,O50589,P2005,3,0.2
OI701156,O50590,P2008,1,0.0
OI701157,O50590,P2006,3,0.15
OI701158,O50590,P2002,5,0.1
OI701159,O50591,P2001,5,0.1
OI701160,O50591,P2003,2,0.05
OI701161,O50592,P2012,5,0.2
OI701162,O50593,P2007,3,0.1
OI701163,O50593,P2008,3,0.15
OI701164,O50594,P2003,5,0.2
OI701165,O50595,P2005,3,0.0
OI701166,O50595,P2004,4,0.05
OI701167,O50595,P2006,1,0.1
OI701168,O50596,P2007,3,0.2
OI701169,O50596,P2003,2,0.15
OI701170,O50596,P2006,5,0.0
OI701171,O50597,P2005,3,0.2
OI701172,O50598,P2006,1,0.1
OI701173,O50598,P2007,3,0.15
OI701174,O50599,P2002,1,0.0
OI701175,O50599,P2008,5,0.2
OI701176,O50600,P2001,4,0.0
OI701177,O50601,P2005,5,0.15
OI701178,O50601,P2009,3,0.2
OI701179,O50602,P2008,2,0.1
OI701180,O50602,P2011,2,0.0
OI701181,O50603,P2005,3,0.0
OI701182,O50603,P2002,2,0.1
OI701183,O50604,P2005,2,0.0
OI701184,O50605,P2004,1,0.15
OI701185,O50606,P2007,4,0.2
OI701186,O50607,P2007,4,0.2
OI701187,O50607,P2003,4,0.1
OI701188,O50608,P2008,5,0.0
OI701189,O50609,P2011,3,0.05
OI701190,O50610,P2005,2,0.05
OI701191,O50610,P2008,1,0.05
OI701192,O50610,P2004,1,0.15
OI701193,O50611,P2012,1,0.05
OI701194,O50612,P2005,4,0.0
OI701195,O50613,P2010,3,0.0
OI701196,O50613,P2009,1,0.0
OI701197,O50614,P2004,1,0.15
OI701198,O50614,P2008,5,0.1
OI701199,O50615,P2011,1,0.05
OI701200,O50615,P2010,2,0.2
OI701201,O50616,P2005,5,0.05
OI701202,O50617,P2001,2,0.1
OI701203,O50617,P2008,5,0.2
OI701204,O50617,P2009,4,0.05
OI701205,O50618,P2008,1,0.2
OI701206,O50618,P2005,3,0.1
OI701207,O50618,P2010,2,0.05
OI701208,O50619,P2005,1,0.1
OI701209,O50620,P2006,5,0.2
OI701210,O50620,P2001,3,0.1
OI701211,O50620,P2005,5,0.05
OI701212,O50621,P2007,2,0.05
OI701213,O50622,P2009,2,0.05
OI701214,O50622,P2001,2,0.1
OI701215,O50623,P2004,1,0.1
OI701216,O50623,P2008,1,0.1
OI701217,O50624,P2006,4,0.15
OI701218,O50625,P2010,2,0.2
OI701219,O50625,P2005,2,0.15
OI701220,O50625,P2004,1,0.15
OI701221,O50626,P2007,1,0.15
OI701222,O50626,P2003,3,0.1
OI701223,O50627,P2012,1,0.0
OI701224,O50627,P2007,5,0.0
OI701225,O50627,P2006,3,0.05
OI701226,O50628,P2004,3,0.2
OI701227,O50628,P2005,1,0.2
OI701228,O50629,P2010,4,0.1
OI701229,O50630,P2012,4,0.1
OI701230,O50631,P2010,4,0.0
OI701231,O50631,P2008,2,0.0
OI701232,O50631,P2005,1,0.0
OI701233,O50632,P2007,2,0.0
OI701234,O50632,P2010,4,0.1
OI701235,O50632,P2003,1,0.0
OI701236,O50633,P2012,2,0.15
OI701237,O50634,P2012,2,0.1
OI701238,O50634,P2006,1,0.15
OI701239,O50634,P2007,2,0.1
OI701240,O50635,P2001,4,0.2
OI701241,O50635,P2009,4,0.0
OI701242,O50635,P2009,4,0.1
OI701243,O50636,P2008,1,0.05
OI701244,O50636,P2010,5,0.05
OI701245,O50637,P2011,1,0.05
OI701246,O50637,P2001,2,0.15
OI701247,O50638,P2012,5,0.2
OI701248,O50638,P2009,4,0.1
OI701249,O50639,P2002,4,0.0
OI701250,O50639,P2005,2,0.15
OI701251,O50639,P2010,1,0.15
OI701252,O50640,P2001,3,0.1
OI701253,O50641,P2005,5,0.05
OI701254,O50642,P2011,2,0.1
OI701255,O50642,P2009,3,0.1
OI701256,O50642,P2004,1,0.0
OI701257,O50643,P2010,2,0.0
OI701258,O50643,P2004,3,0.05
OI701259,O50644,P2002,2,0.05
OI701260,O50645,P2011,2,0.0
OI701261,O50645,P2002,2,0.1
OI701262,O50645,P2007,2,0.05
OI701263,O50646,P2007,4,0.0
OI701264,O50647,P2008,4,0.1
OI701265,O50647,P2007,4,0.05
OI701266,O50648,P2004,3,0.0
OI701267,O50648,P2005,1,0.05
OI701268,O50649,P2007,5,0.0
OI701269,O50649,P2011,2,0.15
OI701270,O50650,P2012,1,0.2
OI701271,O50650,P2001,5,0.15
OI701272,O50650,P2006,2,0.0
OI701273,O50651,P2009,5,0.15
OI701274,O50651,P2012,5,0.1
OI701275,O50651,P2009,2,0.15
OI701276,O50652,P2006,4,0.05
OI701277,O50652,P2008,3,0.05
OI701278,O50653,P2001,4,0.05
OI701279,O50653,P2003,1,0.0
OI701280,O50653,P2002,5,0.2
OI701281,O50654,P2001,5,0.15
OI701282,O50654,P2007,5,0.1
OI701283,O50655,P2010,3,0.15
OI701284,O50655,P2009,5,0.05
OI701285,O50656,P2006,4,0.2
OI701286,O50657,P2009,5,0.2
OI701287,O50658,P2012,4,0.05
OI701288,O50658,P2006,4,0.05
OI701289,O50658,P2008,3,0.15
OI701290,O50659,P2009,1,0.15
OI701291,O50659,P2010,5,0.2
OI701292,O50660,P2001,4,0.0
OI701293,O50660,P2004,4,0.1
OI701294,O50661,P2010,1,0.15
OI701295,O50661,P2008,3,0.1
OI701296,O50662,P2007,2,0.05
OI701297,O50662,P2003,2,0.05
OI701298,O50663,P2011,1,0.05
OI701299,O50663,P2001,5,0.15
OI701300,O50664,P2005,4,0.2
OI701301,O50665,P2004,4,0.15
OI701302,O50665,P2008,1,0.15
OI701303,O50666,P2011,5,0.1
OI701304,O50667,P2001,5,0.05
OI701305,O50667,P2004,4,0.2
OI701306,O50668,P2007,3,0.05
OI701307,O50668,P2008,5,0.05
OI701308,O50669,P2010,5,0.15
OI701309,O50669,P2012,4,0.2
OI701310,O50669,P2009,5,0.2
OI701311,O50670,P2008,4,0.2
OI701312,O50670,P2005,1,0.2
OI701313,O50670,P2008,3,0.15
OI701314,O50671,P2006,2,0.05
OI701315,O50672,P2007,1,0.05
OI701316,O50672,P2003,5,0.05
OI701317,O50672,P2005,2,0.0
OI701318,O50673,P2007,3,0.05
OI701319,O50673,P2009,1,0.2
OI701320,O50673,P2007,2,0.1
OI701321,O50674,P2003,3,0.1
OI701322,O50674,P2010,3,0.15
OI701323,O50674,P2010,5,0.05
OI701324,O50675,P2003,5,0.2
OI701325,O50675,P2004,3,0.2
OI701326,O50675,P2001,4,0.2
OI701327,O50676,P2003,4,0.15
OI701328,O50676,P2001,4,0.15
OI701329,O50676,P2012,1,0.2
OI701330,O50677,P2004,2,0.15
OI701331,O50677,P2012,2,0.2
OI701332,O50678,P2003,3,0.2
OI701333,O50678,P2001,1,0.0
OI701334,O50679,P2001,5,0.0
OI701335,O50679,P2001,2,0.15
OI701336,O50680,P2004,3,0.15
OI701337,O50680,P2010,1,0.2
OI701338,O50680,P2011,4,0.1
OI701339,O50681,P2011,5,0.1
OI701340,O50681,P2009,2,0.15
OI701341,O50682,P2011,3,0.1
OI701342,O50683,P2007,1,0.2
OI701343,O50684,P2006,5,0.2
OI701344,O50684,P2002,1,0.05
OI701345,O50684,P2001,3,0.1
OI701346,O50685,P2001,5,0.2
OI701347,O50685,P2008,1,0.05
OI701348,O50686,P2009,2,0.2
OI701349,O50686,P2012,3,0.05
OI701350,O50686,P2007,1,0.1
OI701351,O50687,P2001,3,0.1
OI701352,O50688,P2007,5,0.2
OI701353,O50688,P2005,5,0.1
OI701354,O50688,P2008,1,0.05
OI701355,O50689,P2004,3,0.0
OI701356,O50689,P2004,4,0.15
OI701357,O50690,P2011,5,0.0
OI701358,O50690,P2008,2,0.05
OI701359,O50690,P2003,3,0.0
OI701360,O50691,P2002,3,0.15
OI701361,O50691,P2003,1,0.2
OI701362,O50692,P2004,5,0.05
OI701363,O50692,P2012,1,0.15
OI701364,O50692,P2001,1,0.1
OI701365,O50693,P2006,2,0.0
OI701366,O50694,P2012,5,0.0
OI701367,O50694,P2005,2,0.05
OI701368,O50694,P2005,3,0.1
OI701369,O50695,P2012,5,0.05
OI701370,O50696,P2007,2,0.2
OI701371,O50697,P2001,1,0.0
OI701372,O50697,P2005,2,0.2
OI701373,O50698,P2002,5,0.1
OI701374,O50698,P2004,3,0.1
OI701375,O50698,P2003,5,0.0
OI701376,O50699,P2004,1,0.0
OI701377,O50700,P2005,1,0.2
OI701378,O50700,P2011,4,0.1
OI701379,O50701,P2005,3,0.0
OI701380,O50701,P2009,1,0.15
OI701381,O50701,P2010,2,0.15
OI701382,O50702,P2005,3,0.05
OI701383,O50703,P2005,3,0.2
OI701384,O50703,P2003,3,0.2
OI701385,O50703,P2005,1,0.05
OI701386,O50704,P2010,5,0.05
OI701387,O50704,P2011,2,0.15
OI701388,O50704,P2011,2,0.2
OI701389,O50705,P2009,4,0.0
OI701390,O50705,P2009,2,0.05
OI701391,O50706,P2003,5,0.05
OI701392,O50707,P2006,4,0.1
OI701393,O50707,P2007,5,0.1
OI701394,O50708,P2011,4,0.0
OI701395,O50708,P2004,4,0.1
OI701396,O50708,P2004,2,0.0
OI701397,O50709,P2010,1,0.2
OI701398,O50710,P2010,2,0.2
OI701399,O50710,P2007,5,0.0
OI701400,O50711,P2004,2,0.0
OI701401,O50711,P2012,4,0.2
OI701402,O50711,P2007,1,0.05
OI701403,O50712,P2002,5,0.2
OI701404,O50712,P2007,3,0.15
OI701405,O50713,P2001,3,0.15
OI701406,O50713,P2010,3,0.2
OI701407,O50713,P2008,2,0.1
OI701408,O50714,P2011,2,0.05
OI701409,O50714,P2008,4,0.05
OI701410,O50714,P2008,1,0.05
OI701411,O50715,P2007,5,0.05
OI701412,O50715,P2004,5,0.2
OI701413,O50715,P2011,2,0.2
OI701414,O50716,P2011,5,0.1
OI701415,O50716,P2004,5,0.1
OI701416,O50717,P2008,5,0.0
OI701417,O50717,P2012,3,0.0
OI701418,O50718,P2006,4,0.1
OI701419,O50719,P2006,2,0.05
OI701420,O50720,P2010,1,0.15
OI701421,O50720,P2006,2,0.15
OI701422,O50720,P2003,4,0.1
OI701423,O50721,P2010,5,0.1
OI701424,O50722,P2002,2,0.05
OI701425,O50722,P2010,2,0.15
OI701426,O50722,P2004,4,0.05
OI701427,O50723,P2001,4,0.0
OI701428,O50723,P2012,5,0.1
OI701429,O50724,P2010,1,0.15
OI701430,O50724,P2005,5,0.2
OI701431,O50724,P2012,3,0.0
OI701432,O50725,P2002,5,0.1
OI701433,O50726,P2006,1,0.1
OI701434,O50726,P2006,4,0.0
OI701435,O50727,P2001,3,0.05
OI701436,O50727,P2009,4,0.0
OI701437,O50727,P2006,3,0.1
OI701438,O50728,P2003,3,0.05
OI701439,O50729,P2002,4,0.0
OI701440,O50729,P2008,5,0.05
OI701441,O50730,P2001,2,0.0
OI701442,O50731,P2012,5,0.2
OI701443,O50731,P2008,2,0.1
OI701444,O50731,P2004,5,0.1
OI701445,O50732,P2009,2,0.05
OI701446,O50732,P2003,1,0.0
OI701447,O50733,P2012,2,0.15
OI701448,O50733,P2004,2,0.0
OI701449,O50734,P2008,2,0.1
OI701450,O50734,P2006,2,0.15
OI701451,O50735,P2001,3,0.05
OI701452,O50735,P2010,2,0.2
OI701453,O50736,P2002,3,0.2
OI701454,O50736,P2004,4,0.15
OI701455,O50737,P2002,2,0.05
OI701456,O50737,P2005,5,0.0
OI701457,O50737,P2007,5,0.2
OI701458,O50738,P2012,3,0.15
OI701459,O50738,P2007,1,0.0
OI701460,O50739,P2003,2,0.15
OI701461,O50739,P2007,3,0.2
OI701462,O50739,P2010,5,0.15
OI701463,O50740,P2008,3,0.2
OI701464,O50740,P2011,1,0.2
OI701465,O50740,P2009,5,0.15
OI701466,O50741,P2004,1,0.0
OI701467,O50741,P2004,2,0.1
OI701468,O50741,P2003,1,0.1
OI701469,O50742,P2002,3,0.15
